customer_number,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,bakery,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,cashpoint,seasonal_gifting,discount_bakery,practical_items
14719,£70.11,£78.06,£77.60,£91.90,£19.10,£0.00,£118.84,£0.00,£5.01,£7.85,£56.68,£700.16,£15.31,£0.00,£0.00,£0.00,£0.00,£6.34,£0.00,£0.00
4917,£100.97,£111.17,£46.17,£58.84,£173.30,£0.00,£8.97,£30.18,£7.61,£2.52,£91.18,£126.00,£0.00,£6.97,£5.93,£32.00,£30.00,£0.00,£0.00,£0.00
10979,£95.34,£75.74,£54.24,£81.92,£80.53,£0.00,£50.23,£11.40,£19.07,£36.35,£45.95,£136.38,£5.84,£19.16,£9.24,£10.00,£10.00,£9.85,£0.00,£5.95
8065,£47.01,£61.97,£91.35,£111.52,£39.71,£0.00,£10.79,£184.98,£22.33,£109.73,£31.65,£11.40,£16.39,£17.46,£7.63,£0.00,£225.00,£0.00,£0.57,£0.00
4446,£86.98,£105.56,£53.11,£33.50,£7.01,£0.00,£0.00,£59.78,£16.09,£10.06,£59.39,£0.00,£26.76,£0.00,£61.45,£0.00,£0.00,£1.69,£0.00,£1.68
10869,£130.78,£277.95,£117.34,£296.76,£182.43,£0.00,£6.75,£132.71,£144.15,£100.10,£115.74,£0.00,£209.59,£40.88,£21.18,£0.00,£0.00,£3.40,£1.78,£0.00
352,£91.59,£68.05,£30.20,£30.02,£36.17,£0.00,£6.38,£38.68,£7.39,£58.21,£79.17,£0.00,£1.78,£10.42,£31.54,£0.00,£0.00,£0.00,£0.00,£0.00
14496,£30.33,£22.17,£13.98,£18.34,£11.30,£0.00,£10.00,£0.00,£2.72,£11.64,£6.37,£0.00,£25.31,£0.00,£0.28,£0.00,£15.00,£0.93,£0.00,£0.00
12077,£72.63,£21.35,£125.49,£91.92,£62.36,£0.00,£0.00,£19.57,£41.46,£18.04,£344.26,£0.00,£14.01,£0.00,£1.14,£0.00,£0.00,£0.00,£0.00,£0.00
3155,£16.27,£23.16,£9.70,£9.59,£21.71,£0.00,£2.79,£5.19,£6.60,£1.86,£11.61,£0.00,£8.50,£25.59,£3.02,£0.00,£0.00,£0.00,£0.00,£0.00
11379,£0.00,£62.22,£178.92,£29.38,£84.79,£0.00,£8.10,£3.70,£75.62,£115.65,£8.67,£2.18,£0.00,£0.00,£3.29,£0.00,£120.00,£24.94,£0.00,£11.29
1043,£53.14,£132.61,£45.30,£85.84,£75.34,£0.00,£4.05,£62.20,£2.79,£127.89,£125.54,£0.00,£0.00,£20.72,£9.68,£0.00,£0.00,£0.00,£0.00,£0.00
7422,£9.67,£37.93,£15.84,£12.13,£15.55,£0.00,£17.18,£16.35,£24.03,£2.25,£6.88,£32.43,£109.41,£0.92,£5.22,£0.00,£0.00,£0.00,£0.00,£0.00
283,£222.77,£114.38,£35.62,£48.62,£37.07,£0.00,£7.35,£44.77,£3.49,£12.23,£196.24,£0.00,£279.32,£8.47,£9.00,£0.00,£0.00,£11.18,£0.00,£0.00
914,£136.15,£106.93,£45.60,£61.11,£68.40,£0.00,£30.87,£91.76,£5.40,£103.83,£36.36,£0.00,£0.00,£3.08,£5.55,£0.00,£0.00,£5.08,£0.00,£0.00
9946,£60.20,£99.82,£90.90,£146.82,£65.11,£0.00,£13.04,£65.96,£69.64,£72.46,£110.57,£97.98,£213.65,£0.60,£1.64,£1.00,£85.00,£5.09,£0.00,£4.22
1388,£227.43,£199.29,£48.14,£92.09,£30.89,£0.00,£0.43,£4.88,£15.59,£2.79,£9.64,£0.00,£0.00,£0.00,£9.06,£0.00,£0.00,£0.00,£0.00,£1.69
4481,£17.75,£16.48,£20.96,£2.25,£29.71,£0.00,£12.07,£5.16,£37.13,£2.25,£0.50,£87.28,£0.00,£6.11,£0.20,£0.00,£203.00,£1.68,£0.00,£0.00
8685,£110.30,£27.04,£22.52,£24.82,£44.02,£0.00,£1.20,£16.02,£6.58,£3.51,£41.12,£37.50,£281.22,£1.06,£6.83,£6.00,£0.00,£14.76,£0.00,£0.00
6948,£18.54,£29.65,£25.21,£12.95,£51.14,£0.00,£10.67,£55.59,£17.72,£55.39,£13.54,£0.47,£13.49,£7.34,£0.00,£105.00,£45.00,£1.02,£0.00,£0.00
14770,£109.48,£89.01,£84.52,£68.52,£28.68,£0.00,£0.42,£14.19,£2.21,£9.97,£46.40,£90.15,£0.00,£56.52,£0.00,£89.00,£0.00,£0.00,£0.00,£0.00
11157,£37.15,£96.30,£75.14,£35.90,£52.48,£0.00,£69.71,£48.71,£54.62,£11.96,£78.72,£1.87,£39.11,£24.52,£15.30,£15.00,£21.00,£0.84,£0.00,£0.64
12055,£181.44,£86.75,£36.82,£148.97,£93.01,£0.00,£0.00,£24.51,£25.48,£94.72,£209.25,£9.10,£44.57,£54.33,£0.00,£0.00,£0.00,£2.96,£47.16,£2.72
6248,£20.90,£309.06,£204.50,£204.11,£158.80,£0.00,£62.01,£162.83,£44.11,£226.11,£139.80,"£1,538.62",£15.87,£0.00,£14.01,£0.00,£567.00,£52.79,£0.00,£13.31
9703,£59.40,£47.52,£391.78,£57.43,£8.69,£0.00,£4.35,£35.08,£3.53,£13.01,£2.49,£5.86,£0.00,£0.00,£3.00,£0.00,£311.77,£0.00,£0.00,£0.00
15215,£22.30,£2.07,£58.61,£3.92,£24.13,£0.00,£51.08,£29.12,£0.00,£8.90,£6.00,£18.14,£0.00,£0.00,£0.00,£0.00,£5.00,£0.00,£0.00,£0.00
3679,£4.66,£36.25,£16.78,£44.77,£27.07,£0.00,£11.05,£25.34,£0.87,£13.41,£99.49,£36.36,£0.00,£0.00,£0.45,£0.00,£0.00,£1.52,£0.00,£7.00
12834,£9.57,£38.36,£8.13,£49.51,£1.58,£0.00,£0.00,£43.16,£0.33,£24.92,£20.90,£0.00,£0.00,£0.00,£0.00,£1.00,"£1,307.05",£0.00,£0.00,£0.00
11641,£19.63,£75.21,£181.74,£63.13,£282.45,£0.00,£19.65,£38.56,£87.18,£80.69,£26.50,£113.42,£22.74,£156.47,£23.06,£18.00,£17.00,£5.08,£0.00,£1.69
13531,£4.09,£4.26,£1.99,£7.74,£15.89,£0.00,£0.00,£6.32,£0.00,£4.17,£0.00,£14.53,£148.70,£0.00,£0.22,£0.00,£10.00,£34.82,£0.00,£0.00
14,£11.10,£172.58,£23.22,£56.05,£11.28,£0.00,£6.40,£23.36,£5.31,£25.29,£182.37,£0.00,£113.45,£0.00,£20.90,£0.00,£0.00,£5.07,£1.25,£0.00
3003,£53.04,£181.90,£114.55,£9.15,£28.18,£0.00,£58.45,£42.16,£3.25,£196.60,£61.16,£0.00,£0.00,£37.01,£13.61,£0.00,£0.00,£0.00,£0.00,£0.00
4984,£21.38,£48.66,£42.58,£47.55,£216.73,£0.00,£4.58,£14.06,£180.91,£29.48,£3.23,£60.36,£0.00,£0.00,£1.88,£109.00,£45.00,£5.10,£0.00,£1.69
14922,£11.23,£5.12,£2.67,£18.49,£8.23,£0.00,£2.95,£0.59,£0.00,£0.00,£0.00,£0.00,£79.44,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
1121,£72.85,£28.32,£32.44,£23.69,£24.72,£0.00,£4.00,£11.45,£3.53,£7.18,£38.79,£0.00,£77.21,£0.00,£1.88,£0.00,£0.00,£2.55,£0.00,£0.00
9419,£46.52,£28.55,£73.98,£51.53,£25.80,£0.00,£3.61,£12.72,£16.69,£8.07,£11.43,£0.00,£112.29,£5.98,£1.56,£3.00,£0.00,£0.00,£0.00,£0.00
14556,£21.09,£173.14,£24.31,£108.16,£45.14,£0.00,£7.65,£0.00,£10.95,£53.34,£26.27,£0.00,£364.81,£0.00,£1.38,£0.00,£0.00,£5.70,£0.00,£16.42
6541,£66.69,£85.72,£83.31,£156.26,£85.56,£0.00,£18.90,£65.85,£49.11,£93.71,£66.86,£40.54,£104.08,£33.73,£2.94,£14.00,£51.00,£17.00,£0.00,£0.67
4219,£17.15,£59.31,£78.85,£9.65,£12.67,£0.00,£59.00,£23.22,£65.15,£15.93,£34.12,£19.95,£0.00,£8.92,£0.00,£81.50,£255.00,£0.00,£0.00,£0.00
9564,£153.90,£116.51,£118.58,£91.42,£113.61,£0.00,£34.81,£132.12,£3.82,£12.48,£76.61,£0.00,£208.67,£9.42,£10.10,£8.00,£20.00,£17.03,£0.00,£4.83
11349,£126.02,£78.84,£14.19,£87.35,£24.82,£0.00,£73.40,£88.70,£0.84,£17.44,£78.23,£140.93,£34.41,£6.27,£32.78,£130.00,£0.00,£8.36,£0.00,£4.24
6079,£50.86,£129.54,£55.17,£35.42,£84.14,£0.00,£60.50,£40.78,£24.11,£29.35,£66.93,"£1,006.36",£5.09,£0.00,£0.89,£39.00,£205.00,£0.00,£0.00,£0.00
11061,£52.50,£33.56,£36.60,£46.92,£43.44,£0.00,£12.22,£13.53,£13.86,£19.52,£28.17,£0.00,£14.60,£14.57,£0.56,£0.00,£0.00,£32.86,£0.00,£0.84
4636,£53.62,£36.94,£59.63,£27.66,£25.52,£0.00,£0.30,£75.74,£17.55,£13.49,£60.93,£12.02,£0.00,£0.00,£13.04,£0.00,£0.00,£0.00,£0.00,£8.49
13409,£237.81,£233.45,£134.40,£187.12,£124.92,£0.00,£0.00,£174.20,£61.52,£75.62,£331.54,£58.44,£102.91,£0.95,£50.63,£10.00,£0.00,£29.76,£0.00,£1.52
13041,£64.04,£83.68,£77.20,£55.38,£25.46,£0.00,£0.00,£30.70,£4.06,£5.45,£73.19,£0.00,£0.00,£11.80,£3.16,£40.00,£100.00,£4.73,£0.00,£0.00
8087,£33.41,£140.43,£18.57,£75.27,£22.69,£0.00,£42.90,£41.76,£35.14,£24.86,£71.29,£57.59,£102.01,£1.38,£3.58,£0.00,£157.00,£0.84,£0.00,£0.00
5339,£5.76,£16.73,£5.09,£9.32,£4.75,£0.00,£7.09,£1.55,£2.73,£2.64,£18.67,£91.73,£75.34,£0.00,£0.00,£13.00,£0.00,£2.54,£0.00,£0.00
5351,£18.55,£13.29,£14.17,£8.01,£11.43,£0.00,£7.28,£7.36,£4.03,£1.85,£22.66,£12.87,£4.92,£0.00,£8.89,£14.00,£108.00,£13.41,£0.00,£4.76
4005,£67.30,£244.57,£81.14,£49.06,£9.63,£0.00,£8.31,£101.38,£12.95,£25.41,£4.04,£0.00,£0.00,£7.29,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
13804,£214.44,£117.44,£107.48,£145.12,£292.21,£0.00,£0.00,£26.44,£54.17,£18.78,£70.40,£0.00,£82.20,£81.37,£0.93,£0.00,£0.00,£0.00,£26.90,£6.36
8678,£152.69,£191.43,£107.49,£124.43,£226.38,£0.00,£6.66,£36.42,£56.42,£123.29,£96.69,£69.02,£20.43,£75.65,£20.79,£20.00,£0.00,£75.98,£0.00,£5.07
9293,£67.87,£5.65,£19.66,£43.15,£20.99,£0.00,£0.36,£5.00,£2.54,£9.45,£10.36,£0.00,£0.00,£5.98,£4.63,£2.00,£0.00,£0.00,£0.00,£0.00
9271,£25.01,£32.83,£59.53,£11.50,£24.17,£0.00,£34.06,£30.86,£30.40,£14.99,£1.99,£120.35,£11.31,£4.37,£1.57,£1.00,£0.00,£0.00,£0.00,£1.69
7041,£11.63,£54.43,£11.53,£34.52,£27.56,£0.00,£0.65,£28.78,£5.24,£14.34,£20.07,£149.54,£283.78,£2.50,£28.20,£0.00,£0.00,£2.51,£1.25,£3.64
11112,£55.38,£71.24,£63.96,£121.99,£48.09,£0.00,£19.50,£20.84,£35.21,£24.17,£27.20,£0.00,£0.00,£2.19,£0.00,£43.50,£60.00,£2.09,£0.00,£3.22
15943,£16.12,£50.48,£77.59,£54.31,£8.06,£0.00,£8.78,£9.99,£5.06,£19.96,£0.00,£183.66,£5.40,£0.00,£0.00,£0.00,£135.00,£1.69,£0.00,£0.00
6731,£13.14,£13.72,£32.25,£21.82,£26.22,£0.00,£0.30,£6.39,£13.07,£7.52,£8.97,£0.00,£17.02,£8.28,£0.00,£0.00,£40.00,£0.00,£0.00,£0.00
15426,£37.24,£172.06,£43.36,£146.54,£54.36,£0.00,£59.78,£125.30,£0.00,£137.44,£17.83,£785.04,£0.00,£0.00,£1.12,£0.00,£0.00,£0.00,£0.00,£2.12
10660,£18.71,£12.09,£21.40,£10.87,£27.23,£0.00,£26.49,£4.84,£8.46,£23.21,£23.42,£2.18,£4.54,£9.56,£6.30,£4.00,£146.50,£15.53,£0.00,£0.00
657,£61.63,£39.92,£53.21,£23.58,£12.15,£0.00,£64.74,£34.01,£11.89,£51.38,£41.13,£0.00,£103.40,£6.10,£1.97,£0.00,£351.54,£9.20,£0.00,£1.92
1604,£96.34,£89.82,£94.28,£34.46,£203.13,£0.00,£9.66,£33.54,£57.80,£37.62,£28.60,£0.00,£17.26,£52.40,£4.94,£0.00,£7.00,£5.22,£0.00,£1.95
13655,£146.09,£177.53,£95.38,£276.21,£89.51,£0.00,£0.00,£16.16,£8.75,£157.79,£63.25,£0.00,£9.95,£15.51,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
10363,£70.52,£107.35,£74.94,£61.07,£95.82,£0.00,£12.22,£85.18,£39.09,£73.51,£16.75,£109.02,£71.38,£1.70,£7.52,£16.00,£35.00,£6.43,£0.00,£0.00
9030,£59.83,£41.48,£58.01,£66.73,£24.08,£0.00,£37.26,£16.97,£35.83,£17.36,£72.17,£117.68,£31.41,£2.50,£2.88,£132.00,£0.00,£24.96,£1.65,£2.88
11894,£4.04,£2.71,£0.43,£2.58,£0.00,£0.00,£0.00,£1.91,£0.00,£0.00,£0.00,£57.80,£0.00,£0.00,£0.99,£0.00,£20.00,£0.00,£0.00,£0.00
1497,£6.81,£84.58,£70.32,£11.91,£21.78,£0.00,£20.60,£2.35,£41.13,£50.47,£15.48,£0.00,£2.97,£0.00,£0.00,£21.00,£0.00,£2.07,£0.00,£0.00
1780,£134.52,£118.88,£165.09,£118.10,£217.52,£0.00,£3.20,£63.65,£105.74,£55.09,£266.73,£0.00,£89.36,£0.79,£27.70,£0.00,£20.00,£6.41,£0.00,£0.00
5146,£3.24,£30.16,£6.75,£8.00,£4.13,£0.00,£14.96,£5.03,£4.28,£7.38,£30.81,£306.47,£108.89,£0.00,£0.89,£4.00,£20.00,£4.25,£0.00,£0.00
4361,£82.30,£36.86,£46.16,£17.13,£21.43,£0.00,£30.09,£47.54,£8.23,£59.50,£75.49,£6.39,£0.00,£28.74,£12.92,£5.00,£0.00,£8.50,£0.00,£1.10
12198,£9.75,£5.92,£5.69,£9.24,£14.88,£0.00,£0.00,£0.66,£0.84,£1.89,£15.56,£0.00,£0.00,£0.00,£0.99,£0.00,£0.00,£0.84,£0.00,£0.00
15864,£139.94,£46.21,£79.68,£167.13,£31.28,£0.00,£18.90,£159.92,£42.43,£0.00,£70.28,£0.00,£2.89,£3.26,£0.00,£0.00,£0.00,£23.79,£0.00,£2.55
8478,£38.61,£57.40,£44.52,£64.13,£65.89,£0.00,£22.92,£6.36,£24.92,£8.93,£42.18,£151.35,£7.65,£19.49,£10.18,£0.00,£0.00,£0.00,£0.00,£0.00
1903,£122.10,£90.42,£46.21,£47.38,£80.44,£0.00,£21.10,£22.03,£14.68,£2.16,£74.84,£0.00,£36.83,£9.16,£2.86,£0.00,£0.00,£18.62,£0.00,£0.84
11475,£313.91,£290.86,£364.07,£282.76,£476.17,£0.00,£26.31,£176.33,£108.59,£106.55,£325.46,"£1,168.75",£223.79,£143.17,£29.62,£100.00,£10.00,£116.82,£0.00,£9.59
10293,£183.44,£179.60,£62.09,£145.67,£53.40,£0.00,£9.15,£45.92,£24.67,£47.75,£139.55,£132.43,£126.50,£0.00,£8.91,£18.00,£36.00,£9.35,£0.00,£0.00
16205,£11.73,£54.18,£77.09,£27.76,£48.52,£0.00,£4.10,£52.61,£13.10,£29.06,£0.00,£0.00,£6.78,£26.67,£16.82,£0.00,£0.00,£5.09,£0.00,£0.00
2322,£39.14,£89.01,£25.54,£44.37,£93.58,£0.00,£0.35,£10.72,£53.23,£30.25,£24.93,£0.00,£14.28,£0.00,£13.71,£11.50,£183.71,£1.99,£0.00,£6.43
5076,£122.08,£103.18,£53.36,£108.67,£40.48,£0.00,£19.95,£33.65,£28.46,£101.08,£22.01,£10.02,£0.00,£3.15,£1.48,£330.00,£403.00,£9.91,£0.00,£0.00
1594,£42.67,£18.28,£38.51,£57.82,£45.21,£0.00,£0.35,£3.99,£41.44,£6.74,£101.51,£0.00,£418.47,£5.80,£0.00,-£1.00,£0.00,£9.74,£0.00,£1.69
13928,£13.30,£38.32,£20.31,£17.78,£67.20,£0.00,£0.00,£25.50,£9.21,£7.36,£12.23,£202.84,£0.00,£1.50,£10.43,£0.00,£0.00,£2.55,£0.00,£3.40
11071,£102.96,£194.30,£97.86,£152.66,£292.24,£0.00,£60.50,£116.33,£39.73,£92.77,£105.85,£141.81,£394.31,£1.98,£16.15,£0.00,£230.00,£2.50,£0.00,£3.40
12766,£164.07,£72.88,£8.68,£13.29,£6.76,£0.00,£0.00,£18.01,£5.77,£20.10,£31.19,£7.61,£0.00,£0.00,£12.63,£5.00,£0.00,£3.66,£0.00,£0.00
10188,£105.42,£105.54,£72.25,£76.52,£145.31,£0.00,£13.79,£60.11,£10.21,£10.73,£77.88,£0.00,£50.70,£7.20,£14.37,£0.00,£30.00,£13.24,£0.00,£0.00
3571,£115.16,£92.35,£146.01,£55.52,£119.21,£0.00,£31.64,£72.08,£99.60,£25.43,£151.05,£0.00,£101.28,£101.00,£4.37,£353.00,£790.00,£0.00,£0.00,£4.92
13206,£67.70,£165.52,£102.33,£35.66,£23.10,£0.00,£0.00,£24.92,£6.55,£54.27,£30.93,£32.81,£0.00,£9.42,£8.25,£1.00,£45.00,£3.39,£0.00,£0.00
3210,£142.33,£120.54,£21.90,£162.16,£99.85,£0.00,£15.70,£75.18,£31.77,£31.34,£110.64,£0.00,£136.71,£16.69,£2.85,£0.00,£0.00,£0.00,£3.89,£0.00
6751,£61.06,£124.99,£41.81,£36.92,£14.05,£0.00,£18.20,£15.77,£7.76,£32.79,£31.58,£1.34,£28.71,£50.41,£29.24,£70.00,£85.00,£3.56,£0.00,£0.00
1152,£151.88,£210.06,£169.54,£171.59,£538.20,£0.00,£42.20,£40.67,£10.22,£56.74,£38.52,£0.00,£0.00,£12.87,£6.47,£0.00,£0.00,£25.50,£0.00,£12.73
11974,£5.11,£5.50,£0.33,£3.63,£0.00,£0.00,£6.90,£2.78,£0.84,£5.37,£0.00,£393.12,£0.00,£0.00,£0.56,£0.00,£10.00,£1.35,£0.00,£0.00
5378,£159.93,£199.79,£211.50,£121.11,£70.27,£0.00,£46.70,£95.45,£153.38,£103.41,£197.09,£7.91,£13.18,£0.00,£31.03,£0.00,£410.00,£2.55,£0.00,£3.78
305,£0.00,£8.31,£4.27,£6.17,£23.46,£0.00,£12.48,£0.00,£2.97,£4.02,£2.29,£9.10,£0.00,£0.00,£0.00,£32.00,£115.00,£0.00,£0.00,£0.00
5636,£30.80,£91.28,£83.23,£66.46,£125.13,£0.00,£15.55,£49.06,£41.39,£32.96,£17.67,£10.88,£96.00,£0.00,£2.48,£0.00,£0.00,£9.23,£0.00,£0.00
11247,£50.06,£41.51,£37.98,£41.64,£13.84,£0.00,£17.78,£42.52,£12.19,£34.83,£57.67,£136.35,£100.74,£0.00,£0.85,£0.00,£20.00,£1.02,£0.00,£3.40
5356,£5.79,£29.87,£51.47,£26.38,£21.91,£0.00,£6.68,£6.97,£17.06,£11.57,£9.16,£120.74,£8.84,£0.00,£0.00,£0.00,£140.00,£0.84,£0.00,£6.17
10137,£28.10,£62.95,£96.29,£25.34,£124.65,£0.00,£0.76,£16.51,£62.08,£49.42,£12.63,£193.02,£6.20,£11.77,£5.01,£13.00,£15.00,£3.95,£0.00,£0.00
13850,£4.03,£38.30,£33.65,£129.13,£71.38,£0.00,£0.00,£32.01,£2.16,£37.62,£0.00,£0.00,£0.00,£3.75,£2.63,£0.00,£0.00,£0.00,£0.00,£0.67
8876,£27.80,£51.41,£28.39,£30.53,£25.72,£0.00,£2.20,£40.74,£35.20,£7.55,£45.42,£16.06,£65.21,£1.78,£7.48,£5.00,£0.00,£4.24,£14.31,£0.00
6252,£134.08,£274.37,£51.79,£120.04,£56.40,£0.00,£5.74,£8.72,£32.91,£4.65,£4.78,£8.61,£16.58,£0.00,£7.81,£0.00,£40.00,£3.52,£2.63,£1.43
15070,£101.11,£116.42,£66.00,£73.65,£21.79,£0.00,£18.73,£35.55,£0.00,£12.72,£30.08,£0.00,£0.00,£35.18,£2.32,£0.00,£20.00,£5.47,£0.00,£1.92
6674,£4.61,£33.69,£77.29,£43.24,£42.05,£0.00,£8.55,£11.16,£37.76,£21.24,£3.58,£10.58,£43.09,£3.96,£0.00,£0.00,£37.00,£8.47,£0.00,£0.76
5664,£169.77,£95.26,£201.43,£76.41,£280.21,£0.00,£57.83,£71.53,£293.93,£196.81,£284.22,£7.22,£8.50,£67.11,£13.47,£4.00,£15.00,£31.64,£89.94,£0.00
5332,£13.23,£31.35,£133.51,£20.35,£46.07,£0.00,£20.60,£11.01,£59.99,£51.14,£13.31,£329.34,£40.50,£0.00,£1.75,£35.00,£132.00,£1.35,£0.00,£2.12
13048,£1.29,£30.62,£12.03,£18.61,£14.43,£0.00,£0.00,£29.76,£0.00,£7.65,£0.00,£29.93,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
6804,£6.84,£48.93,£29.47,£15.78,£31.96,£0.00,£22.41,£22.75,£23.90,£15.75,£74.96,£241.98,£275.24,£5.10,£0.00,£40.00,£10.00,£5.19,£0.00,£0.00
6294,£89.28,£38.93,£96.22,£17.33,£19.34,£0.00,£32.04,£46.19,£53.33,£18.57,£72.47,£0.50,£6.46,£0.00,£7.62,£22.00,£0.00,£3.14,£0.00,£1.18
6453,£13.13,£46.54,£61.91,£45.55,£30.27,£0.00,£119.61,£14.74,£90.89,£16.30,£30.35,£19.61,£61.56,£2.56,£0.00,£160.00,£306.00,£7.25,£0.00,£1.10
571,£63.32,£49.77,£34.42,£36.67,£28.52,£0.00,£7.35,£22.66,£11.07,£12.86,£21.96,£0.00,£3.40,£4.46,£1.19,£0.00,£0.00,£0.00,£0.00,£2.55
4669,£77.86,£93.05,£165.29,£72.18,£113.13,£0.00,£4.50,£83.93,£19.09,£39.23,£104.56,£164.83,£0.00,£0.00,£9.28,£0.00,£321.00,£13.18,£0.00,£9.08
6712,£90.01,£107.29,£39.16,£53.91,£33.52,£0.00,£31.36,£29.79,£15.33,£40.21,£67.11,£85.11,£109.04,£1.90,£0.00,£0.00,£0.00,£4.26,£0.00,£0.00
12084,£13.39,£26.46,£16.74,£67.52,£21.79,£0.00,£0.00,£15.17,£4.98,£12.01,£38.04,£0.00,£116.82,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
11288,£327.29,£141.49,£56.68,£162.07,£67.64,£0.00,£10.02,£103.56,£3.01,£30.27,£150.06,£0.00,£13.22,£85.71,£9.45,£4.00,£0.00,£0.00,£0.00,£3.40
15262,£13.02,£14.80,£14.99,£18.39,£21.32,£0.00,£11.44,£9.90,£0.00,£17.81,£16.77,£7.20,£0.00,£0.00,£3.16,£19.00,£87.00,£0.00,£0.00,£0.00
6588,£29.61,£45.29,£35.55,£95.17,£26.99,£0.00,£1.51,£1.88,£18.42,£30.93,£61.51,£0.00,£15.73,£8.70,£0.00,£0.00,£10.00,£0.00,£0.00,£0.00
8523,£123.12,£50.53,£164.81,£55.05,£43.93,£0.00,£5.10,£21.52,£41.09,£47.55,£114.74,£38.26,£44.29,£15.44,£76.83,£0.00,£0.00,£12.74,£0.00,£0.00
7068,£32.42,£15.03,£16.70,£17.43,£60.84,£0.00,£16.89,£12.46,£37.46,£42.54,£135.91,£62.94,£119.77,£5.10,£2.08,£0.00,£40.00,£18.13,£0.00,£4.56
2146,£93.17,£101.54,£75.12,£56.58,£75.79,£0.00,£33.55,£63.01,£10.09,£39.58,£12.35,£0.00,£4.67,£25.11,£5.11,£0.00,£0.00,£13.94,£0.00,£8.48
6074,£0.00,£10.10,£51.03,£14.87,£8.79,£0.00,£0.00,£5.07,£5.67,£5.91,£10.71,£215.16,£4.26,£0.00,£0.00,£204.10,£0.00,£0.00,£0.00,£0.00
15167,£61.50,£30.50,£13.76,£36.41,£37.71,£0.00,£4.26,£29.59,£0.00,£4.53,£21.46,£194.00,£28.05,£16.90,£11.80,£0.00,£0.00,£3.27,£0.00,£3.40
8429,£54.95,£72.53,£18.51,£21.21,£27.08,£0.00,£21.05,£54.99,£11.24,£13.71,£107.56,£236.10,£109.15,£10.34,£10.30,£0.00,£0.00,£0.00,£0.00,£0.00
7823,£210.54,£301.58,£313.17,£260.29,£245.31,£0.00,£69.68,£145.23,£101.23,£134.07,£245.34,£0.00,£38.50,£7.96,£22.19,£0.00,£10.00,£9.12,£0.00,£8.90
912,£69.87,£37.45,£15.29,£51.52,£86.97,£0.00,£4.79,£53.61,£11.04,£74.24,£57.59,£0.00,£54.78,£37.28,£2.87,£0.00,£0.00,£16.03,£0.00,£0.00
3446,£255.42,£222.05,£152.87,£158.63,£195.44,£0.00,£35.78,£65.86,£29.29,£90.48,£98.70,£0.00,£19.24,£0.00,£18.77,£0.00,£0.00,£55.73,£0.00,£0.00
10856,£55.74,£28.35,£12.24,£20.77,£7.96,£0.00,£6.82,£34.24,£3.45,£9.27,£20.30,£311.65,£128.80,£2.99,£10.33,£7.00,£60.00,£2.09,£4.09,£0.00
5130,£8.57,£17.36,£15.59,£9.94,£11.60,£0.00,£2.15,£8.45,£5.16,£16.32,£23.81,£24.06,£128.61,£0.00,£4.39,£0.00,£0.00,£0.00,£0.00,£0.00
3693,£12.91,£24.87,£13.42,£10.04,£25.86,£0.00,£5.64,£19.32,£2.06,£5.29,£30.65,£6.06,£0.00,£0.00,£2.77,£0.00,£50.00,£0.00,£0.00,£0.00
5057,£133.72,£100.99,£74.45,£268.86,£62.97,£0.00,£103.72,£82.32,£32.28,£159.04,£208.48,£615.01,£0.00,£2.34,£18.09,£0.00,£330.00,£14.30,£0.00,£0.00
1937,£78.79,£77.74,£28.11,£31.21,£99.02,£0.00,£1.20,£53.14,£7.05,£14.65,£26.90,£0.00,£102.17,£0.00,£1.19,£0.00,£0.00,£3.05,£0.00,£17.01
3451,£86.13,£128.50,£59.03,£64.78,£28.86,£0.00,£72.68,£9.74,£7.86,£34.72,£16.45,£0.00,£4.84,£11.35,£6.12,£29.00,£0.00,£5.95,£0.00,£3.40
4897,£86.66,£144.80,£101.81,£85.24,£50.25,£0.00,£15.76,£25.14,£34.60,£33.96,£17.13,£124.10,£0.00,£46.14,£1.05,£3.00,£0.00,£0.44,£0.00,£4.67
15196,£30.46,£16.31,£16.51,£6.66,£2.41,£0.00,£1.95,£1.58,£0.00,£1.75,£0.00,£0.00,£0.00,£1.10,£0.00,£0.00,£40.00,£0.00,£0.00,£3.40
8543,£38.14,£60.68,£29.65,£43.76,£54.97,£0.00,£17.82,£22.54,£13.44,£31.06,£138.88,£11.53,£108.53,£14.35,£12.63,£0.00,£0.00,£4.24,£0.00,£0.00
786,£68.80,£49.68,£19.79,£33.17,£14.18,£0.00,£9.10,£5.83,£3.32,£68.38,£8.47,£0.00,£151.62,£0.00,£1.68,-£4.00,£0.00,£1.01,£0.00,£0.00
15621,£15.05,£8.81,£2.23,£32.98,£23.00,£0.00,£3.34,£42.78,£18.24,£0.00,£17.46,£0.00,£203.38,£12.67,£0.00,£2.00,£0.00,£4.22,£0.00,£0.00
